addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 여주시 명품로 360 (상거동),2층,,,,,4026230,38,20260227180628,https://tong.visitkorea.or.kr/cms/resource/39/4045839_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/4045839_image3_1.jpg,Type3,127.612385423931,37.2459466972835,,20260330091611,,,아페쎄 신세계사이먼프리미엄아울렛 여주점,12646,1,41,670,SH,SH04,SH040300
강원특별자치도 화천군 사내면 천문대길 79-8,,32,B02,B0201,B02010700,2913802,32,20221107191302,http://tong.visitkorea.or.kr/cms/resource/30/2921030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2921030_image3_1.jpg,Type3,127.4438433755,38.1083996095,6,20240731093146,17,,아폴로천문대펜션,24150,1,51,790,AC,AC03,AC030100
경기도 화성시 동탄구 동탄역로 160 (오산동),2층,,,,,4026378,38,20260227205857,https://tong.visitkorea.or.kr/cms/resource/03/4045003_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/03/4045003_image3_1.jpg,Type3,127.098203113972,37.200666359626,,20260327092150,,,아프리카 더 블랙 롯데백화점 동탄점,18478,1,41,597,SH,SH04,SH040300
서울특별시 중구 장충단로 275 (을지로6가),4층,,,,,2924139,38,20221030233500,https://tong.visitkorea.or.kr/cms/resource/55/4019355_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4019355_image3_1.jpg,Type3,127.008775114213,37.5688849422849,6,20260401044123,,,아프리카안경 두타몰점,04563,1,11,140,SH,SH04,SH040300
서울특별시 은평구 통일로 1050 (진관동),3층,,,,,4012686,38,20260206235905,https://tong.visitkorea.or.kr/cms/resource/48/4022348_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/48/4022348_image3_1.jpg,Type3,126.917900261732,37.6375366740938,,20260330091611,,,아프리카안경 롯데몰 은평점,03306,1,11,380,SH,SH04,SH040300
서울특별시 송파구 올림픽로 300 (신천동),4층,,,,,2907388,38,20221101052645,https://tong.visitkorea.or.kr/cms/resource/13/4017213_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/13/4017213_image3_1.jpg,Type3,127.104301829165,37.5137129859207,6,20260330091611,,,아프리카안경 롯데백화점 에비뉴엘 잠실점,05551,1,11,710,SH,SH04,SH040300
서울특별시 용산구 한강대로 405 (동자동),2층,,,,,4009432,38,20260130183812,https://tong.visitkorea.or.kr/cms/resource/76/4021876_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/76/4021876_image3_1.jpg,Type3,126.971732581232,37.5548375992165,,20260330091611,,,아프리카안경 롯데아울렛 서울역점,04320,1,11,170,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),,,,,,4011797,38,20260204211904,https://tong.visitkorea.or.kr/cms/resource/54/4022654_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/54/4022654_image3_1.jpg,Type3,127.121283960956,37.2255419641124,,20260330091611,,,아프리카안경 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경기도 의왕시 바라산로 1 (학의동),1층,,,,,4011857,38,20260204220456,https://tong.visitkorea.or.kr/cms/resource/97/4024297_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/97/4024297_image3_1.jpeg,Type3,127.010277326166,37.3758168645238,,20260330091611,,,아프리카안경 롯데프리미엄아울렛 의왕점,16016,1,41,430,SH,SH04,SH040300
경기도 수원시 권선구 세화로 134 (서둔동),1층,,,,,4011319,38,20260204145446,https://tong.visitkorea.or.kr/cms/resource/34/4023034_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/4023034_image3_1.jpg,Type3,126.997385539043,37.264162726921,,20260330091611,,,아프리카안경 타임빌라스 수원점,16621,1,41,113,SH,SH04,SH040300
"서울특별시 마포구 월드컵로1길 14 (합정동, 마포 한강 푸르지오)",B2층,,,,,2917375,38,20221101051214,https://tong.visitkorea.or.kr/cms/resource/32/4018532_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/4018532_image3_1.jpg,Type3,126.912061257921,37.5500497954747,6,20260327092150,,,아프리카안경 합정교보문고점,04024,1,11,440,SH,SH04,SH040300
서울특별시 영등포구 여의대로 108 (여의도동),B2층,,,,,4012617,38,20260206223018,https://tong.visitkorea.or.kr/cms/resource/92/4022192_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/92/4022192_image3_1.jpg,Type3,126.929112756574,37.5251913154781,,20260330091611,,,아프리카안경 현대백화점 더현대 서울,07335,1,11,560,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,3층,,,,,4011170,38,20260204132319,https://tong.visitkorea.or.kr/cms/resource/27/4023327_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/4023327_image3_1.jpg,Type3,126.785233626536,37.5972368549658,,20260330091611,,,아프리카안경 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
서울특별시 구로구 구로중앙로 152 (구로동),1층,,,,,3305754,38,20240227090937,https://tong.visitkorea.or.kr/cms/resource/70/4017770_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/4017770_image3_1.jpg,Type3,126.882773011925,37.5011601442131,6,20260318101005,,0507-1325-2150,아프리카안경원 NC 신구로점,08292,1,11,530,SH,SH04,SH040300
서울특별시 강서구 하늘길 지하77 (방화동),,,,,,2911344,38,20221101012614,https://tong.visitkorea.or.kr/cms/resource/20/4041920_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/20/4041920_image3_1.jpg,Type3,126.801278424065,37.562313207852,6,20260325093432,,,아프리카안경원 롯데백화점 김포공항점,07505,1,11,500,SH,SH04,SH040300
경상남도 함안군 대산면 하기2길 208-49,,36,A01,A0101,A01010500,2663204,12,20200711000614,http://tong.visitkorea.or.kr/cms/resource/16/3538216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3538216_image3_1.jpg,Type1,128.3979695152,35.3405678090,,20251023143000,19,,악양생태공원,52012,1,48,730,NA,NA04,NA040500
서울특별시 강남구 압구정로18길 8 (신사동),1층,,,,,3306256,38,20240202170453,https://tong.visitkorea.or.kr/cms/resource/21/4020521_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/21/4020521_image3_1.jpeg,Type3,127.024282890087,37.5242767442398,6,20260317101259,,0507-1330-8257,안경 압구정,06029,1,11,680,SH,SH04,SH040300
서울특별시 은평구 증산로 305 (증산동),,,,,,4012681,38,20260206234920,https://tong.visitkorea.or.kr/cms/resource/46/4022346_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4022346_image3_1.jpg,Type3,126.909815092904,37.5843703557098,,20260318101005,,,안경공장쇼룸 본점,03499,1,11,380,SH,SH04,SH040300
서울특별시 은평구 통일로 716 (불광동),1-2층,,,,,4027234,38,20260228211003,https://tong.visitkorea.or.kr/cms/resource/37/4043037_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/37/4043037_image3_1.png,Type3,126.930796458124,37.6098322938982,,20260327092150,,,안경공장쇼룸 불광점,03368,1,11,380,SH,SH04,SH040300
서울특별시 영등포구 양평로 104-2 (양평동4가),,,,,,3306207,38,20240411153611,https://tong.visitkorea.or.kr/cms/resource/10/4018710_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4018710_image3_1.jpg,Type3,126.895961655396,37.5370561040961,6,20260327092150,,,안경과 사람들,07206,1,11,560,SH,SH04,SH040300
서울특별시 중구 남대문시장길 61 (회현동1가),,,,,,4025986,38,20260227142942,https://tong.visitkorea.or.kr/cms/resource/72/4044772_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/72/4044772_image3_1.png,Type3,126.979429404443,37.5607252260011,,20260327092150,,,안경과사람들,04529,1,11,140,SH,SH04,SH040300
전라남도 여수시 중앙로 42-2 (교동),,,,,,2904909,38,20221031184351,https://tong.visitkorea.or.kr/cms/resource/08/4017408_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/08/4017408_image3_1.jpeg,Type3,127.732449990125,34.7400177985377,6,20260401014917,,,안경나라 렌즈미 여수점,59735,1,46,130,SH,SH04,SH040300
서울특별시 도봉구 도봉로153길 14 (도봉동),,,,,,4012485,38,20260206183540,https://tong.visitkorea.or.kr/cms/resource/98/4024298_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/98/4024298_image3_1.jpeg,Type3,127.042732069546,37.6699845824683,,20260317101259,,,안경매니져 방학점,01349,1,11,320,SH,SH04,SH040300
서울특별시 구로구 시흥대로 557 (구로동),신영빌딩 1층,,,,,2910397,38,20221031215520,https://tong.visitkorea.or.kr/cms/resource/09/4019409_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4019409_image3_1.jpg,Type3,126.901044613333,37.4829872437692,6,20260327092150,,,안경박사 구로디지털점,08391,1,11,530,SH,SH04,SH040300
서울특별시 양천구 오목로 287 (목동),1층,,,,,4012601,38,20260206221415,https://tong.visitkorea.or.kr/cms/resource/54/4024854_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/54/4024854_image3_1.jpeg,Type3,126.869414202708,37.5256417135899,,20260318101005,,,안경백서 목동점,07993,1,11,470,SH,SH04,SH040300
제주특별자치도 제주시 중앙로 88 (이도일동),,,,,,4013243,38,20260207181214,https://tong.visitkorea.or.kr/cms/resource/90/4024190_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/4024190_image3_1.jpg,Type3,126.523797816116,33.5106290562744,,20260318101005,,,안경사랑 제주시,63169,1,50,110,SH,SH04,SH040300
서울특별시 종로구 종로 393-1 (숭인동),1층,,,,,2926788,38,20221030231628,https://tong.visitkorea.or.kr/cms/resource/02/4020502_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/02/4020502_image3_1.jpg,Type3,127.020966406925,37.5749173709195,6,20260319094959,,,안경선생님&미스터렌즈,03112,1,11,110,SH,SH04,SH040300
"인천광역시 서구 청라커낼로 252 (청라동, 청라 롯데캐슬)",,,,,,4012899,38,20260207055605,https://tong.visitkorea.or.kr/cms/resource/22/4023422_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/22/4023422_image3_1.jpg,Type3,126.647782386384,37.5302535716189,,20260318101005,,,안경진정성 윙크 청라점,22762,1,28,260,SH,SH04,SH040300
강원특별자치도 강릉시 경강로 2398-10 (송정동),2층,,,,,4024888,38,20260225190602,https://tong.visitkorea.or.kr/cms/resource/25/4043425_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/25/4043425_image3_1.jpg,Type3,128.92270969201,37.7705532388243,,20260327092150,,,안경진정성 이마트 강릉점,25563,1,51,150,SH,SH04,SH040300
강원특별자치도 강릉시 경강로 2398-10 (송정동),2층,,,,,4024889,38,20260225191121,,,,128.92270969201,37.7705532388243,,20260226115630,,,안경진정성 이마트 강릉점,25563,1,51,150,SH,SH04,SH040300
서울특별시 마포구 신촌로 94 (노고산동),B2층,,,,,3305576,38,20240202152154,https://tong.visitkorea.or.kr/cms/resource/29/4018429_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/29/4018429_image3_1.jpg,Type3,126.936001762116,37.5549939272318,6,20260316105417,,,안경진정성 이마트 신촌점,04058,1,11,440,SH,SH04,SH040300
서울특별시 마포구 독막로15길 13-5 (상수동),1층,,,,,3306265,38,20240202152206,https://tong.visitkorea.or.kr/cms/resource/01/4018601_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/01/4018601_image3_1.jpg,Type3,126.921913067176,37.5483243720185,6,20260327092150,,,안경진정성 홍대점,04049,1,11,440,SH,SH04,SH040300
인천광역시 연수구 컨벤시아대로130번길 14 (송도동),,,,,,4012923,38,20260207073541,https://tong.visitkorea.or.kr/cms/resource/00/4022600_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/00/4022600_image3_1.jpeg,Type3,126.644725693455,37.3929624166906,,20260401070003,,,안경창고싸군 송도점,22003,1,28,185,SH,SH04,SH040300
서울특별시 양천구 신목로 85 (신정동),,,,,,3306232,38,20240411154030,https://tong.visitkorea.or.kr/cms/resource/35/4018235_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/4018235_image3_1.jpg,Type3,126.874257560432,37.5224748121544,6,20260318101005,,,안경창고싸군 오목교점,08010,1,11,470,SH,SH04,SH040300
제주특별자치도 서귀포시 성산읍 일출로 270-1,2층,,,,,4012996,38,20260207083306,https://tong.visitkorea.or.kr/cms/resource/99/4024299_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/99/4024299_image3_1.jpeg,Type3,126.93453595439,33.4618957419143,,20260401074504,,,안녕성산,63643,1,50,130,SH,SH04,SH040300
경기도 양주시 평화로 1593 (회정동),1층,,,,,4011697,38,20260204194816,https://tong.visitkorea.or.kr/cms/resource/98/4043098_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/98/4043098_image3_1.JPG,Type3,127.052291874895,37.8313923302011,,20260327092150,,,안다르 LF스퀘어 양주점,11439,1,41,630,SH,SH04,SH040300
경기도 수원시 영통구 도청로 10 (이의동),1층,,,,,4011400,38,20260204153214,https://tong.visitkorea.or.kr/cms/resource/98/4042898_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/98/4042898_image3_1.JPG,Type3,127.055448351197,37.2866696524735,,20260327092150,,,안다르 롯데몰 광교점,16508,1,41,117,SH,SH04,SH040300
경기도 고양시 덕양구 권율대로 420 (도내동),,,,,,4010528,38,20260203172003,https://tong.visitkorea.or.kr/cms/resource/75/4042475_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/75/4042475_image3_1.JPG,Type3,126.863123845458,37.6295889786577,,20260327092150,,,안다르 롯데아울렛 고양점,10551,1,41,281,SH,SH04,SH040300
대구광역시 동구 안심로 80 (율하동),2층,,,,,4026519,38,20260227231446,https://tong.visitkorea.or.kr/cms/resource/05/4044705_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/05/4044705_image3_1.JPG,Type3,128.693330946688,35.8684630267062,,20260330091611,,,안다르 롯데아울렛 대구율하점,41097,1,27,140,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),B1층,,,,,2902463,38,20221030170246,https://tong.visitkorea.or.kr/cms/resource/99/4021799_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/4021799_image3_1.jpg,Type3,127.121283960956,37.2255419641124,6,20260318101005,,,안다르 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경기도 의왕시 바라산로 1 (학의동),2층,,,,,4026275,38,20260227190923,https://tong.visitkorea.or.kr/cms/resource/93/4043393_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/93/4043393_image3_1.JPG,Type3,127.010277326166,37.3758168645238,,20260327092150,,,안다르 롯데프리미엄아울렛 의왕점,16016,1,41,430,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),1층,,,,,4011950,38,20260205025411,https://tong.visitkorea.or.kr/cms/resource/14/4043614_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/14/4043614_image3_1.jpg,Type3,126.693761637413,37.7178192715729,,20260327092150,,,안다르 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),B1층,,,,,4025042,38,20260225203540,https://tong.visitkorea.or.kr/cms/resource/43/4042343_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/43/4042343_image3_1.JPG,Type3,126.89477806511,37.6469771187284,,20260327092150,,,안다르 스타필드 고양점,10595,1,41,281,SH,SH04,SH040300
서울특별시 영등포구 영중로 9 (영등포동4가),6층,,,,,3307144,38,20240202093400,https://tong.visitkorea.or.kr/cms/resource/53/4018153_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4018153_image3_1.jpg,Type3,126.905567071705,37.5171899712591,6,20260327092150,,,안다르 신세계백화점 타임스퀘어점,07305,1,11,560,SH,SH04,SH040300
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,B1층,,,,,4026802,38,20260228114734,https://tong.visitkorea.or.kr/cms/resource/24/4045924_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/24/4045924_image3_1.png,Type3,126.31635202613,33.3049726791712,,20260330091611,,,안다르 신세계사이먼프리미엄아울렛 제주점,63522,1,50,130,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,3층,,,,,2927418,38,20221031143512,https://tong.visitkorea.or.kr/cms/resource/32/4023332_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/4023332_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260319042022,,,안다르 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
제주특별자치도 제주시 구좌읍 송당리 산 66-2,,39,A01,A0101,A01010400,2724387,12,20210705200821,http://tong.visitkorea.or.kr/cms/resource/57/3523657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3523657_image3_1.jpg,Type3,126.7560844718,33.4573054352,6,20250819173243,4,,안돌오름,63355,1,50,110,NA,NA01,NA010100
경상북도 안동시 풍천면 전서로 186-8,,,,,,894027,12,20091211185832,https://tong.visitkorea.or.kr/cms/resource/33/3542033_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/3542033_image3_1.jpg,Type1,128.52829350319018,36.55061488550214,6,20260226174003,,,안동 하회마을 [유네스코 세계유산],36760,1,47,170,HS,HS01,HS010600
경상북도 안동시 서후면 풍산태사로 3193-6,(서후면),35,B02,B0201,B02011600,1883135,32,20140108233649,http://tong.visitkorea.or.kr/cms/resource/94/2993094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2993094_image3_1.jpg,Type1,128.6784947054,36.6347484530,,20241220094626,11,010-3522-1542,안동고택 이상루,36616,1,47,170,AC,AC03,AC030200
경상북도 안동시 석주로 202 (상아동),,35,A03,A0301,A03010200,3112128,28,20240329145214,,,,128.7585281457,36.5774565035,6,20240930092802,11,010  2529  0888,안동시 월령빠지,36611,1,47,170,LS,LS02,LS021400
충청남도 태안군 고남면 대야로 13-6,,34,A02,A0202,A02020700,2515792,12,20171117195713,http://tong.visitkorea.or.kr/cms/resource/98/2515798_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/2515798_image2_1.JPG,Type3,126.3910019181,36.4482482252,6,20250526142030,14,,안면도 미로공원,32170,0,44,825,VE,VE03,VE030500
충청남도 태안군 안면읍 여수해길 198-160,,34,A02,A0201,A02010800,129663,12,20070813090000,,,,126.3749754565,36.5593685043,6,20250312135740,14,,안면암(태안),32163,1,44,825,HS,HS03,HS030100
강원특별자치도 강릉시 창해로 27 (견소동),,32,B02,B0201,B02010700,3537760,32,20250916130920,,,,128.9445533809,37.7744003243,6,20250916130939,1,,안목을높이다,25556,1,51,150,AC,AC03,AC030100
강원특별자치도 강릉시 창해로14번길 20-1,,,,,,127722,12,20040227090000,,,,128.947321445483,37.7725952413582,6,20260313113917,,,안목해변,25556,1,51,150,NA,NA02,NA020900
강원특별자치도 강릉시 왕산면 안반데기길 428,,32,A02,A0203,A02030100,2714439,12,20210423194506,http://tong.visitkorea.or.kr/cms/resource/60/3537660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3537660_image3_1.jpg,Type1,128.7396598347,37.6225888951,6,20250916094655,1,,안반데기,25642,1,51,150,EX,EX03,EX030100
경기도 안양시 만안구 화창로 10 (석수동),,31,A02,A0206,A02060300,3335937,14,20240722154940,http://tong.visitkorea.or.kr/cms/resource/08/3335908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3335908_image3_1.jpg,Type3,126.8963688302,37.4167229547,6,20250318100939,17,,안양그린마루,13905,1,41,171,VE,VE07,VE070300
경기도 안양시 만안구 예술공원로131번길 7 (석수동),,,,,,125514,12,20031106090000,https://tong.visitkorea.or.kr/cms/resource/07/3506807_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/3506807_image3_1.jpg,Type1,126.9195745452346,37.419055390784784,6,20260312090840,,031-8045-5496,안양예술공원,13912,1,41,171,VE,VE03,VE030500
강원특별자치도 강릉시 강동면 안인진길 47,,,,,,2727741,12,20210728023824,https://tong.visitkorea.or.kr/cms/resource/46/2921846_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/2921846_image3_1.jpg,Type3,128.98870338211896,37.736108520675174,6,20260313102513,,,안인항,25626,1,51,150,NA,NA02,NA020700
경기도 부천시 원미구 송내대로 236 (중동),,31,A01,A0101,A01010700,3425101,12,20241126170826,,,,126.7590511072,37.5044936523,6,20250808152040,11,032-625-4844,안중근공원,14546,1,41,192,NA,NA04,NA040700
경기도 군포시 번영로 504 (산본동),2층,,,,,3306993,38,20240202151127,https://tong.visitkorea.or.kr/cms/resource/87/4023087_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4023087_image3_1.jpg,Type3,126.933175158373,37.3581051591978,6,20260327092150,,,안지크 뉴코아아울렛 산본점,15862,1,41,410,SH,SH04,SH040300
서울특별시 강북구 도봉로 62 (미아동),4층,,,,,3306263,38,20240201171752,https://tong.visitkorea.or.kr/cms/resource/53/4018953_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4018953_image3_1.jpg,Type3,127.030517678336,37.6145929759749,6,20260327092150,,,안지크 롯데백화점 미아점,01215,1,11,305,SH,SH04,SH040300
강원특별자치도 횡성군 안흥면 서동로 1088,,32,A02,A0203,A02030100,128074,12,20040318090000,http://tong.visitkorea.or.kr/cms/resource/51/3577651_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3577651_image3_1.jpg,Type1,128.1526913491,37.4091190460,6,20251215151802,18,,안흥찐빵마을,25271,1,51,730,VE,VE04,VE040200
경기도 김포시 고촌읍 아라육로152번길 100,2층,,,,,2930857,38,20221031143510,https://tong.visitkorea.or.kr/cms/resource/01/4023301_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/01/4023301_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260327092150,,,알레그리 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
경기도 안산시 단원구 중앙대로 873 (고잔동),3층,,,,,2924656,38,20221030200022,https://tong.visitkorea.or.kr/cms/resource/22/4018022_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/22/4018022_image3_1.jpg,Type3,126.833767320683,37.3173149176798,6,20260330091611,,,알레르망 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
경기도 수원시 영통구 광교중앙로 124 (하동),2층,,,,,4011337,38,20260204150730,https://tong.visitkorea.or.kr/cms/resource/87/4042887_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/87/4042887_image3_1.JPG,Type3,127.057454909262,37.2852510012341,,20260327092150,,,알렉산더 맥퀸 갤러리아백화점 광교점,16514,1,41,117,SH,SH04,SH040300
부산광역시 기장군 기장읍 기장해안로 147,1층,,,,,2895302,38,20221030213217,https://tong.visitkorea.or.kr/cms/resource/98/4018498_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4018498_image3_1.jpg,Type3,129.212495349946,35.1923229796397,6,20260316105417,,051-901-2329,알렉산더 맥퀸 롯데프리미엄아울렛 동부산점,46084,1,26,710,SH,SH04,SH040300
부산광역시 해운대구 센텀남대로 35 (우동),2층,,,,,4026601,38,20260228024734,https://tong.visitkorea.or.kr/cms/resource/34/4045234_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/34/4045234_image3_1.JPG,Type3,129.129523260187,35.1688178394069,,20260330091611,,,알렉산더 맥퀸 신세계백화점 센텀시티점,48058,1,26,350,SH,SH04,SH040300
서울특별시 강남구 압구정로60길 8 (청담동),,,,,,2904907,38,20221030233945,https://tong.visitkorea.or.kr/cms/resource/31/4045631_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/31/4045631_image3_1.jpg,Type3,127.041949806097,37.5268841561745,6,20260330091611,,,알렉산더왕 청담점,06014,1,11,680,SH,SH04,SH040300
서울특별시 강남구 압구정로8길 14 (신사동),1층,,,,,3305529,38,20240202170519,https://tong.visitkorea.or.kr/cms/resource/27/4018127_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/4018127_image3_1.jpg,Type3,127.021656861916,37.5226129231002,6,20260318101005,,02-517-0818,알로 가로수길점,06028,1,11,680,SH,SH04,SH040300
서울특별시 강북구 도봉로 62 (미아동),1층,,,,,3305539,38,20240201173332,https://tong.visitkorea.or.kr/cms/resource/55/4042055_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4042055_image3_1.jpg,Type3,127.030517678336,37.6145929759749,6,20260326092041,,,알로 롯데백화점 미아점,01215,1,11,305,SH,SH04,SH040300
서울특별시 성동구 연무장길 4 (성수동1가),1층,,,,,4013113,38,20260207143059,https://tong.visitkorea.or.kr/cms/resource/56/4043556_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/56/4043556_image3_1.png,Type3,127.050044829655,37.5439746970669,,20260327092150,,,알로 성수점,04781,1,11,200,SH,SH04,SH040300
서울특별시 중구 세종대로 136 (태평로1가),서울파이낸스센터 B2층,,,,,4012782,38,20260207015354,https://tong.visitkorea.or.kr/cms/resource/36/4023536_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4023536_image3_1.jpg,Type3,126.97825653257,37.5684232177354,,20260401071640,,,알린다 주얼리,04520,1,11,140,SH,SH04,SH040300
서울특별시 마포구 월드컵로25길 47 (망원동),3층,1,A02,A0203,A02030400,3428310,12,20241128143527,http://tong.visitkorea.or.kr/cms/resource/00/3428300_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/3428300_image3_1.JPG,Type1,126.9051501738,37.5578844938,6,20250108135907,13,,알맹상점,03964,0,,,,,
서울특별시 종로구 윤보선길 65 (안국동),1층,,,,,4025837,38,20260227131013,https://tong.visitkorea.or.kr/cms/resource/75/4043775_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/75/4043775_image3_1.png,Type3,126.983084235288,37.5788366254905,,20260327092150,,,알이토프,03061,1,11,110,SH,SH04,SH040300
경상북도 경주시 원효로272번길 3 (구황동),,,B02,B0201,B02011600,3102074,32,20240217113323,,,,129.2307465637,35.8408656933,6,20240731103610,,010-8854-7854,알천스테이 한옥커플가족독채펜션,38162,1,47,130,AC,AC03,AC030200
서울특별시 노원구 동일로204가길 46 (중계동),2층,,,,,3305679,38,20240201165901,https://tong.visitkorea.or.kr/cms/resource/02/4041902_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/02/4041902_image3_1.jpg,Type3,127.067907398806,37.6412864943823,6,20260325093432,,,알토 2001아울렛 중계점,01783,1,11,350,SH,SH04,SH040300
경기도 군포시 번영로 504 (산본동),2층,,,,,3306708,38,20240202150759,https://tong.visitkorea.or.kr/cms/resource/72/4023072_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4023072_image3_1.jpg,Type3,126.933175158373,37.3581051591978,6,20260327092150,,,알토 뉴코아아울렛 산본점,15862,1,41,410,SH,SH04,SH040300
서울특별시 강남구 압구정로 344 (신사동),,,,,,4011531,38,20260204165610,https://tong.visitkorea.or.kr/cms/resource/91/4024191_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4024191_image3_1.jpg,Type3,127.039850205178,37.5277013711974,,20260317101259,,,압구정광명안경,06018,1,11,680,SH,SH04,SH040300
